	Query	Result	Tweet	User	Date	Hashtags	Likes	Retweets
0	covid	1	Covid	SadekLaMenace	Sun Nov 22 12:17:01 +0000 2020	[]	0	0
1	covid	2	Covid	Lulu_Mumu_Qiqi	Sun Nov 22 12:14:57 +0000 2020	[]	0	0
2	covid	3	Covid 😅	Gunes64042865	Sun Nov 22 12:14:23 +0000 2020	[]	0	0
3	covid	4	so i have covid..	crowdedsg	Sun Nov 22 12:04:56 +0000 2020	[]	0	0
4	covid	5	Covid https://t.co/AV4GtCU7eU	richwolves41	Sun Nov 22 12:04:34 +0000 2020	[]	0	0
5	covid	6	So, the COVID... 😀	boggleabout	Sun Nov 22 11:47:37 +0000 2020	[]	0	0
6	covid	7	"""...of COVID."" https://t.co/xUPRBmoQwT"	Mr_McNerney	Sun Nov 22 11:35:57 +0000 2020	[]	0	0
7	covid	8	covid	Kr1s_O	Sun Nov 22 11:06:34 +0000 2020	[]	0	0
8	covid	9	Covid https://t.co/XqQYYDdm6k	DonaldAppel3	Sun Nov 22 10:59:16 +0000 2020	[]	0	0
9	covid	10	What covid? https://t.co/6yiwdvQ2hj	cheryl_goose	Sun Nov 22 09:18:57 +0000 2020	[]	11	2
10	covid	11	Covid.	BitchestheCat	Sat Nov 21 04:24:21 +0000 2020	[]	884	96
11	covid	12	⁦@realDonaldTrump⁩ COVID! COVID! COVID! COVID! COVID! COVID! COVID! COVID! COVID! COVID!!! https://t.co/Hyi1y3jnTR	Nannee61	Sun Nov 22 11:52:07 +0000 2020	[]	0	0
12	covid	13	"@JoeBiden We get it...

COVID COVID COVID COVID COVID COVID COVID COVID COVID COVID COVID COVID COVID COVID COVID C… https://t.co/la8qXd2Iht"	gentlemanrobb	Sun Nov 22 12:05:01 +0000 2020	[]	0	0
13	covid	14	@AeHcat But not dying of Covid while never having Covid is a symptom of Covid.	Rizzo26475417	Sun Nov 22 06:36:47 +0000 2020	[]	1	1
14	covid	15	is it allergies or is it covid? is it a stress migraine or is it covid? is it anxiety or is it covid?	astr0jade	Thu Nov 19 19:00:35 +0000 2020	[]	7787	1610
15	covid	16	@latimeralder Covid hasn’t killed that many. They died of any reason with covid AND the covid testing was dodgy. Covid alone could be low.	leebrown0	Sun Nov 22 12:15:04 +0000 2020	[]	0	0
16	covid	17	@ScunthorpeLive Covid, Covid, Covid, Covid.......... drop this crap that we get from the NATIONAL NEWS. Get yer laz… https://t.co/D9Zj3pKTrf	badapple365	Sun Nov 22 11:22:38 +0000 2020	[]	0	0
17	covid	18	@bruce_haigh Over the course of 2020 we have gone from only COVID COVID COVID (to quote the Donald) to a very news-… https://t.co/5qa8GgDsN7	katie8491	Sun Nov 22 11:52:36 +0000 2020	[]	0	0
18	covid	19	"@Slate @realDonaldTrump:
COVID, COVID, COVID.

That's all that the fake countries want to talk about!"	thenumberswin	Sun Nov 22 11:34:52 +0000 2020	[]	0	0
19	covid	20	@BillKristol I thought we weren’t going to hear about ‘Covid , covid, COVID’ after November 3rd?	EggchaserXIII	Sun Nov 22 11:29:40 +0000 2020	[]	0	0
20	pandemic	1	During a pandemic.	iBlackKelly	Sun Nov 22 12:09:16 +0000 2020	[]	0	0
21	pandemic	2	Before pandemic 😂 https://t.co/tsspFAtdat	AlegreJaja	Sun Nov 22 12:01:52 +0000 2020	[]	0	0
22	pandemic	3	Because of pandemic.	VANSOMBRE	Sun Nov 22 11:52:46 +0000 2020	[]	0	0
23	pandemic	4	IT'S ABOUT THE PANDEMIC?	girlyjuicebooks	Sun Nov 22 11:31:26 +0000 2020	[]	0	0
24	pandemic	5	During a pandemic? 👀🤦‍♂️	dntwsteurtalent	Sun Nov 22 11:23:35 +0000 2020	[]	0	0
25	pandemic	6	"Pandemic
https://t.co/RyPn4dZvDE"	Mohsinmazari12	Sun Nov 22 11:18:29 +0000 2020	[]	0	0
26	pandemic	7	It's a pandemic?! - same here!	rinaspas	Sun Nov 22 11:08:31 +0000 2020	[]	0	0
27	pandemic	8	In a pandemic!!!	Can_You_Handle	Sun Nov 22 10:59:34 +0000 2020	[]	0	0
28	pandemic	9	me during this pandemic https://t.co/BCTxyujPwx	marsupialqueen	Sun Nov 22 10:56:12 +0000 2020	[]	0	0
29	pandemic	10	THE PANDEMIC IS OVER!!	ToniaBuxton	Sun Nov 22 08:58:27 +0000 2020	[]	17	5
30	pandemic	11	In a pandemic 😔	Just_2Lee	Sun Nov 22 08:42:36 +0000 2020	[]	0	1
31	pandemic	12	Before pandemic. https://t.co/CLxs5tWED4	EmmaKeller019	Sat Nov 21 14:04:16 +0000 2020	[]	3	1
32	pandemic	13	this pandemic doesn't feel like a pandemic anymore	JuulNotJuul	Sun Nov 22 12:13:41 +0000 2020	[]	0	0
33	pandemic	14	Effect of the pandemic	tbukar070	Sun Nov 22 12:11:10 +0000 2020	[]	0	0
34	pandemic	15	Especially during a pandemic!	pstavirs	Sun Nov 22 12:10:25 +0000 2020	[]	0	0
35	pandemic	16	And this is how you control a pandemic.	Hotaru_Tomoe78	Sun Nov 22 12:07:51 +0000 2020	[]	0	0
36	pandemic	17	Learning from the pandemic https://t.co/nimXXYJCVA	frank_hodgkins	Sun Nov 22 12:03:09 +0000 2020	[]	0	0
37	pandemic	18	we’re in the middle of a pandemic	daniclaytns	Sun Nov 22 12:02:27 +0000 2020	[]	0	0
38	pandemic	19	Cracker Pandemic™	RealKWB	Sun Nov 22 12:01:07 +0000 2020	[]	0	0
39	pandemic	20	To know about the pandemic https://t.co/jnMD2MTkDg	RizwanQ55919857	Sun Nov 22 11:57:15 +0000 2020	[]	0	0
40	people	1	These people...	greatgatsby8790	Sun Nov 22 12:00:22 +0000 2020	[]	0	0
41	people	2	COMPASSIONATE PEOPLE TO ALL AMERICANS AND TO ALL PEOPLE EVERYWHERE ESPECIALLY THIS THANKSGIVING WHEN SO MANY PEOPLE… https://t.co/5z66PLIGP1	VaraSueTamminga	Sun Nov 22 11:22:28 +0000 2020	[]	0	0
42	people	3	People have no money. People losing their businesses n jobs. People dying of COVID. People getting long term illnes… https://t.co/EZbyHGQyKA	harriskleinkopf	Sun Nov 22 12:12:20 +0000 2020	[]	0	0
43	people	4	There’s no people like show people!	methers73	Sun Nov 22 12:17:32 +0000 2020	[]	0	0
44	people	5	Whyyyyyy these people out here jeopardizing people's lives...	Shari_Mac	Sun Nov 22 11:40:09 +0000 2020	[]	0	0
45	people	6	"Trump = We The People
Democrats = Control The People"	insightfull1	Sun Nov 22 11:07:31 +0000 2020	[]	0	0
46	people	7	@gayletrotter  People like you are the reason more people are dying. We need to help people get through this pandem… https://t.co/7cy1AIRS20	Gwar1	Sun Nov 22 11:59:29 +0000 2020	[]	0	0
47	people	8	When will people realise cancer isn’t something people can just cure...it’s so much more complex than people think	moesenior	Sun Nov 22 11:14:21 +0000 2020	[]	0	0
48	people	9	"Have people forget this!
https://t.co/2eZAQi6373"	Itsrealdazza	Sun Nov 22 12:14:01 +0000 2020	[]	0	0
49	people	10	Why are people so dumb	TheLeavellShow	Sun Nov 22 12:09:02 +0000 2020	[]	0	0
50	people	11	I ❤ theatre people	ElinDoyle	Sun Nov 22 12:09:00 +0000 2020	[]	0	0
51	people	12	"over a million people?!
😷😷😷😷😷😷😷😷😷😷😷"	lizroldancbs4	Sun Nov 22 12:06:16 +0000 2020	[]	0	0
52	people	13	WHY ARE YOU PEOPLE STUPID!?!	ROYS_BOY2	Sun Nov 22 12:02:44 +0000 2020	[]	0	0
53	people	14	🚨LISTEN UP PEOPLE🚨👇🏾	calvin_hobbes4	Sun Nov 22 12:01:32 +0000 2020	[]	0	0
54	people	15	And people are surprised by this because .....?	s_adducci	Sun Nov 22 11:59:57 +0000 2020	[]	0	0
55	people	16	People had enough👇🏻	Igtbagy2021	Sun Nov 22 11:57:14 +0000 2020	[]	0	0
56	people	17	"I love it!

We The People!"	WinningRight1	Sun Nov 22 11:43:00 +0000 2020	[]	0	0
57	people	18	Proud of my people 🥰	theceenancy	Sun Nov 22 11:30:43 +0000 2020	[]	0	0
58	people	19	my people perish....	Lawontomyself	Sun Nov 22 11:09:26 +0000 2020	[]	0	0
59	people	20	How are people this fucking STUPID and why are people I follow liking it 😂😂😂	safffronday	Sun Nov 22 10:32:04 +0000 2020	[]	8	2
60	vaccine	1	there literally are vaccines that prevent cancer... hpv vaccine, the hep b vaccine...	elle_63x	Sun Nov 22 11:54:12 +0000 2020	[]	0	0
61	vaccine	2	"@drharshvardhan Why do we need a Covid vaccine?
we dont need a vaccine, we dont want a vaccine.

First create a vaccine for Tuberculosis ."	Gaurav_1Indian	Sun Nov 22 10:58:26 +0000 2020	[]	0	0
62	vaccine	3	@ThePubliusUSA @pfizer Well we call them the polio vaccine, the measles vaccine and the mumps vaccine. It's appropr… https://t.co/w9TN9VEj7S	ChristineRossk2	Sun Nov 22 11:29:23 +0000 2020	[]	0	0
63	vaccine	4	Bollocks to the vaccine.	RhubarbTextures	Sun Nov 22 12:14:21 +0000 2020	[]	0	0
64	vaccine	5	Covid vaccine...	AmbaLal51070263	Sun Nov 22 12:00:56 +0000 2020	[]	0	0
65	vaccine	6	Covid-19 vaccine	ikoha254	Sun Nov 22 12:00:46 +0000 2020	[]	0	0
66	vaccine	7	Vaccine is scam	Harshsays1	Sun Nov 22 11:36:51 +0000 2020	[]	0	0
67	vaccine	8	No to a forced vaccine	LoveDarrenRead	Sun Nov 22 11:31:38 +0000 2020	[]	0	0
68	vaccine	9	Keep your vaccine!!! 🖕🖕🖕🖕	dmaldo4	Sun Nov 22 11:28:01 +0000 2020	[]	0	0
69	vaccine	10	It is the #Trump vaccine.	AlwaystrumpOrg	Sun Nov 22 11:18:00 +0000 2020	['Trump']	0	0
70	vaccine	11	Cancer vaccine 🤣🤣🤣	josh_fairburn98	Sun Nov 22 11:11:33 +0000 2020	[]	0	0
71	vaccine	12	affordable vaccines ....	girl_with_luvy	Sun Nov 22 11:07:26 +0000 2020	[]	0	0
72	vaccine	13	With a German vaccine.	IlvesToomas	Sat Nov 21 19:19:09 +0000 2020	[]	36	6
73	vaccine	14	@STVNews We still need more info about vaccines like can pregnant women take vaccine? I don’t think any vaccines we… https://t.co/04BKfh3IFT	laurasteele64	Sun Nov 22 12:13:00 +0000 2020	[]	0	0
74	vaccine	15	"Vox: How to distribute Covid-19 vaccines
- vaccine nationalism: every nation looks after itself
- vaccine equality:… https://t.co/SRFhaMRHss"	originalchamp	Sun Nov 22 11:00:40 +0000 2020	[]	0	0
75	vaccine	16	The vaccine has not been approved, so we need to wait until everyone has been vaccinated, but the. We still have to… https://t.co/Cqnro1eH9n	Tweet1234510	Sun Nov 22 12:01:33 +0000 2020	[]	0	0
76	vaccine	17	Total expert on the dangers of #coronavirus #CoronaVaccine #vaccine #vaccines 👉👉👉  https://t.co/GPbNIaO3Je	JaneGang	Sun Nov 22 11:16:09 +0000 2020	['coronavirus', 'CoronaVaccine', 'vaccine', 'vaccines']	0	0
77	vaccine	18	Corona Vaccine: India Coronavirus Dispatch And When will a vaccine be ready for use? https://t.co/qrkdhndysy… https://t.co/UjN0S1ihNk	TPOhindi	Sun Nov 22 12:16:01 +0000 2020	[]	0	0
78	vaccine	19	Virus can mutate do vaccine will not be working. The best vaccine is human body itself.	PrimalValko	Sun Nov 22 12:09:48 +0000 2020	[]	0	0
79	vaccine	20	@Jydskatomkraft @HegKong Covid vaccine is not on the vaccine damage list so no compensation	Joan38185535	Sun Nov 22 11:24:02 +0000 2020	[]	0	0
80	virus	1	So did the virus...	Oddween	Sun Nov 22 11:24:49 +0000 2020	[]	0	0
81	virus	2	Can a virus catch a virus?	public_archive	Sat Nov 21 06:18:10 +0000 2020	[]	2	1
82	virus	3	It’s just a virus! It’s fall &amp; Virus season!!	Georgia34606308	Sun Nov 22 11:58:06 +0000 2020	[]	0	0
83	virus	4	"@GrandpaSnarky Or the virus. 
""Trump Virus""
I like it."	DogNamedPython	Sat Nov 21 10:14:58 +0000 2020	[]	4	3
84	virus	5	Mosquito-Infecting Virus Espirito Santo Virus Inhibits Replication and Spread of Dengue Virus. https://t.co/Xyz4Ke8Frr	mosquito_papers	Sun Nov 22 11:06:32 +0000 2020	[]	0	0
85	virus	6	Virus detected	toomtoombroni	Sun Nov 22 12:17:05 +0000 2020	[]	0	0
86	virus	7	Virus One	hemoalimizo1259	Sun Nov 22 12:14:55 +0000 2020	[]	0	0
87	virus	8	What virus, actually	VmanPalmieri	Sun Nov 22 12:11:15 +0000 2020	[]	0	0
88	virus	9	The Virus agenda ...	ladyb33zar	Sun Nov 22 12:09:25 +0000 2020	[]	0	0
89	virus	10	The Virus agenda ..	ladyb33zar	Sun Nov 22 12:07:17 +0000 2020	[]	0	0
90	virus	11	@ezralevant The virus?	rochelle_wa	Sun Nov 22 11:59:05 +0000 2020	[]	0	0
91	virus	12	@JoeBiden Start being truthful about the virus.  Deaths due to virus or deaths with virus. Percentages of all other… https://t.co/YLTcsc9gqw	maga2020_fredk	Sun Nov 22 11:52:03 +0000 2020	[]	0	0
92	virus	13	@Francis_Hoar this is not about a virus is it?	Pavlos80322302	Sun Nov 22 11:46:42 +0000 2020	[]	0	0
93	virus	14	China Virus....	YouthAdvocateKe	Sun Nov 22 11:40:38 +0000 2020	[]	0	0
94	virus	15	He is the f**king virus!	derfman	Sun Nov 22 11:39:07 +0000 2020	[]	0	0
95	virus	16	@LEOVlNCI no you, virus.	DISClPLINER	Sun Nov 22 11:36:20 +0000 2020	[]	0	0
96	virus	17	@Tim_Hayward_ They are the virus. https://t.co/vLa6gj11YG	False_Pos1t1ve	Sun Nov 22 11:24:05 +0000 2020	[]	0	0
97	virus	18	@MattHancock There is no virus	templaroftruth	Sun Nov 22 11:21:03 +0000 2020	[]	0	0
98	virus	19	I'm the virus.	KORPbot	Sun Nov 22 11:20:46 +0000 2020	[]	0	0
99	virus	20	Cancer is not a virus.	mukumoya	Sun Nov 22 11:18:05 +0000 2020	[]	0	0
100	test	1	@AprilDRyan What further testing? The test detected the virus. It's like a pg test. She has it	AnitaBlanchard	Sun Nov 22 11:40:30 +0000 2020	[]	0	0
101	test	2	But a test is only valid at the time of testing - this is crap.	Anorakian	Sun Nov 22 11:52:01 +0000 2020	[]	0	0
102	test	3	"#coronavirus  #test #UAE #Barca #Spain #testcovid19 #testing #testcoronavirus 
if you testing click here
https://t.co/ZDa7a4eTe9"	RafyqYounes	Sun Nov 22 12:11:42 +0000 2020	['coronavirus', 'test', 'UAE', 'Barca', 'Spain', 'testcovid19', 'testing', 'testcoronavirus']	0	0
103	test	4	"#coronavirus  #test #UAE #Barca #Spain #testcovid19 #testing #testcoronavirus 
if you testing click here
https://t.co/rb9gvTqpDr"	RafyqYounes	Sun Nov 22 12:08:16 +0000 2020	['coronavirus', 'test', 'UAE', 'Barca', 'Spain', 'testcovid19', 'testing', 'testcoronavirus']	0	0
104	test	5	"""As the @WHO's Dr. Tedros said very emphatically at the very outset: “Test, test, test”. As a physician, I wish he’… https://t.co/n3Dn2NwnlE"	manigreeva	Sun Nov 22 11:12:43 +0000 2020	[]	0	0
105	test	6	What about a cognitive test?	narsa2556	Sun Nov 22 12:08:54 +0000 2020	[]	0	0
106	test	7	"Loeffler tests positive for Covid but undergoing further testing

https://t.co/nrQR4XKBkP"	RamJamRTR	Sun Nov 22 11:58:37 +0000 2020	[]	0	0
107	test	8	"Loeffler tests positive for Covid but undergoing further testing
https://t.co/BQTUup1h3X"	cherchezlalune2	Sun Nov 22 11:58:09 +0000 2020	[]	0	0
108	test	9	"Loeffler tests positive for Covid but undergoing further testing
https://t.co/iTknI3IAge"	QueensIceZ	Sun Nov 22 11:46:33 +0000 2020	[]	0	0
109	test	10	"Loeffler tests positive for Covid but undergoing further testing

https://t.co/quXLWrJyuw"	Theresa34120053	Sun Nov 22 11:43:02 +0000 2020	[]	0	0
110	test	11	"Loeffler tests positive for Covid but undergoing further testing
https://t.co/5ulPDNmhne"	bote930	Sun Nov 22 11:26:46 +0000 2020	[]	0	0
111	test	12	@mel_faith1 The thing is is there is NO test for Covid! The test is for a virus only	susanlee52	Sun Nov 22 11:16:15 +0000 2020	[]	0	0
112	test	13	Testing. Testing. Covid/TheDanes: 'They kept it up for a month.1.8% of mask wearers tested positive &amp; 2.1% of the u… https://t.co/Oc5tGJDuuH	Fuerza_Mundial	Sun Nov 22 11:04:34 +0000 2020	[]	0	0
113	test	14	"Loeffler tests positive for Covid but undergoing further testing
https://t.co/c06EbCUbZA"	DeeFonta	Sun Nov 22 10:56:01 +0000 2020	[]	0	0
114	test	15	Medical entry test is scheduled on 29 Nov, Sunday. About 130k+ students are registered for the test. How the test i… https://t.co/ieA4m5pgkq	oyebhaii	Sun Nov 22 09:24:55 +0000 2020	[]	9	7
115	test	16	"""You get a test! And YOU get a test! EVERYBODY GETS A TEST! https://t.co/9uUuhcOrFV"	BrownsBiscuit	Sun Nov 22 11:37:08 +0000 2020	[]	0	0
116	test	17	@LOLGOP The new litmus test is a positive Covid test.	JamesGreaves1	Sun Nov 22 11:50:48 +0000 2020	[]	0	0
117	test	18	So, mass testing , mega labs, doubling testing capacity, Biden going huge on testing even though majority of vaccin… https://t.co/5on5vC18XK	BMHLTD	Sun Nov 22 06:12:08 +0000 2020	[]	25	3
118	test	19	"Week 36 #Uttarakhand #Corona

Major drop in weekly tests. From 85000 tests one month ago, we are down to 64000 test… https://t.co/mdPWc34avq"	Anoopnautiyal1	Sun Nov 22 05:59:36 +0000 2020	['Uttarakhand', 'Corona']	22	7
119	test	20	@GBPublicHealth Is every patient that takes a Covid test taking a flu test too? Did you stop testing for the flu al… https://t.co/mTMNKwvEox	theresabeverag1	Sun Nov 22 11:17:51 +0000 2020	[]	0	0
120	stroke	1	New article: [SARS-CoV-2 infection and ischemic stroke]. https://t.co/IclKXjMqKC #coronavirus #COVID19 #2019ncov https://t.co/TTAJ5FxwCq	PaperbirdsH	Sun Nov 22 11:02:35 +0000 2020	['coronavirus', 'COVID19', '2019ncov']	0	0
121	stroke	2	@miob1781 @MichaelYeadon3 And from flu and heart disease stroked and cancer. My friends@lung transplant was cancell… https://t.co/vzRD2Tng8V	drbladder	Sun Nov 22 11:42:03 +0000 2020	[]	0	0
122	stroke	3	@DrJenGunter Not to mention all the people who otherwise will die with heart attacks, strokes, CoPD/asthma, cancer,… https://t.co/yyAeNZ6lv2	calvin_maestro	Sun Nov 22 03:07:18 +0000 2020	[]	13	5
123	stroke	4	@BayTreeInTheSu1 Once,  briefly,  claiming excess deaths were due to heart attacks and strokes rather than covid.… https://t.co/impMPHqWFk	crafty_cheapsk8	Sun Nov 22 10:54:37 +0000 2020	[]	0	0
124	stroke	5	@DaiDavi32130352 @Catchthewind7 Yes, they’re dying in their thousands every day of cancer, dementia, strokes, heart… https://t.co/yQLzgcnaLq	Ella32823623	Sun Nov 22 11:19:24 +0000 2020	[]	0	0
125	stroke	6	Given up! When you’ve had everything taken away you have nothing left to lose! A Stroke 3yrs ago stuck in US 2017,… https://t.co/ZkLrgF8Iw1	helen636_helen	Sun Nov 22 12:15:51 +0000 2020	[]	0	0
126	fragile	1	The Fragility of Modern Education in the Time of Covid – ⁦@Quillette⁩  https://t.co/umwlO0niDX	2RamSubramanian	Sun Nov 22 11:08:29 +0000 2020	[]	0	0
127	fragile	2	The Fragility of Modern Education in the Time of Covid #platoscave #muckrake https://t.co/mcxoOsVoeY	Platoscavenews	Sun Nov 22 11:35:22 +0000 2020	['platoscave', 'muckrake']	0	0
128	fragile	3	In Scotland’s wind-lashed Outer Hebrides, fragile communities are more at risk than most from the economic shifts t… https://t.co/9hIIodP21K	IngaMCotton	Sun Nov 22 12:12:12 +0000 2020	[]	0	0
129	fragile	4	In Scotland’s wind-lashed Outer Hebrides, fragile communities are more at risk than most from the economic shifts t… https://t.co/T2sFWkFJup	AndreaThomasWSJ	Sun Nov 22 11:09:29 +0000 2020	[]	0	0
130	fragile	5	"#PDMSpreadingCOVID
Considering the fragile health system of Pakistan,  the opposition's rallies are making absolute… https://t.co/tiE3fbQ59O"	drkshahzad2020	Sun Nov 22 08:38:35 +0000 2020	['PDMSpreadingCOVID']	1	7
131	fragile	6	This pandemic makes you realize the beauty and fragility of humans. I find this feature quite beautiful not because… https://t.co/Azk5A0XABB	tinatonio	Sun Nov 22 10:54:39 +0000 2020	[]	0	0
132	countless	1	After all this time, in and out of lockdowns, Christmas in jeopardy, countless dead, families and friends and loved… https://t.co/RasJkfa6IR	MedievalDuffer	Sun Nov 22 12:16:41 +0000 2020	[]	0	0
133	countless	2	"Jay Inslee is a charlatan.
Because of his failed leadership during covid, countless families lost their primary sou… https://t.co/bnWd1zQguP"	VictorMower3	Sun Nov 22 10:54:41 +0000 2020	[]	0	0
134	countless	3	"After countless, aggressive lockdown measures...

*CALIFORNIA REPORTS RECORD 15,442 NEW COVID-19 CASES - Bloomberg"	Convertbond	Sat Nov 21 21:01:34 +0000 2020	[]	39	10
135	countless	4	Pat and Tim are like countless other Maryland business owners severely impacted by COVID-19, fighting to keep their… https://t.co/fgjIwOR6bq	MD4TaxFairness	Thu Nov 12 19:58:54 +0000 2020	[]	3	6
136	countless	5	"#JalsaUK 2020. Zindabaad
Alhamdulillah
Hazrat Khalifatul Masih V aba mentioned Allah's countless blessings,favours,… https://t.co/c2XrMewYS9"	MBUDDMA	Sun Aug 09 17:30:42 +0000 2020	['JalsaUK']	3	7
137	countless	6	These talented young people put in countless time &amp; effort, &amp; deserve respect. They make up the fabric of athletic… https://t.co/SohOUpquGd	gcfbprepostgame	Sun Nov 22 12:08:20 +0000 2020	[]	0	0
138	thailand	1	"Can this virus over already and airport open the border to Thailand? 
https://t.co/txIlogl0Ps"	louexile	Sun Nov 22 11:06:48 +0000 2020	[]	0	0
139	thailand	2	Lrt whats with governments and doing some godawful shit during the pandemic? Thailand, Indonesia, Philippines, now… https://t.co/xKwbnaGjox	c_sweeyang	Sun Nov 22 12:04:52 +0000 2020	[]	0	0
140	thailand	3	In person event! No really. Against the Covid-19 odds the 10th Thailand Tourism Forum (TTF) 2021 will go ahead as a… https://t.co/IEUk96k1md	HorwathHTLcorp	Sun Nov 22 12:00:15 +0000 2020	[]	0	0
141	thailand	4	"@gindan82 Oh that’s so sad. 😢
So glad we both got so much travel in last year!!! All the #Thailand memories 🥰🥰 
Dam… https://t.co/NjSLbKBuU7"	callumgx	Sun Nov 22 11:46:37 +0000 2020	['Thailand']	0	0
142	thailand	5	"@Ric4rdo_Alves @Reuters You’re the one claiming it.

Vietnam, Thailand, Taiwan, Macau, Singapore, South Korea, New… https://t.co/M1XPj7Paej"	lesockpuppeteer	Sun Nov 22 10:54:52 +0000 2020	[]	0	0
143	thailand	6	"#COVID19 situation in #Thailand as of 22 November 2020

😷New Confirmed Cases: 11
🦠Cumulative number of cases: 3,913… https://t.co/psqzvB2sPv"	prdthailand	Sun Nov 22 04:59:53 +0000 2020	['COVID19', 'Thailand']	0	6
